CONFIGURATION:
experiment file = experiments/parent_child_invariance_testing.py
git branch = main
git commit hash = 6a88ef0c1b72cfb62fd7eeddc4d7ce3bd1faea6f
uncommitted changes = True
seed = 42
engine_config_name = local_400_nodes.ini
data_config_name = parent_child_experiment_forced_moves_most_important_fens.ini
num_positions = 1000
network_path = T807785-b124efddc27559564d6464ba3d213a8279b7bd35b1cbfcf9c842ae8053721207
queue_max_size = 100000
num_engine_workers = 2
result_subdir = 

parent_fen,child_fen,move,parent_score,child_score
7r/ppbbnk2/2p5/2Pp1p2/PP1P2p1/3BP1N1/4QPPq/RR4K1 w - - 5 24,7r/ppbbnk2/2p5/2Pp1p2/PP1P2p1/3BP1N1/4QPPq/RR3K2 b - - 6 24,g1f1,-1.0,0.93726
5r2/p2q1pkp/1p2p3/n3P1Qp/3P4/3B1P2/b5PP/5RK1 b - - 1 22,5r1k/p2q1p1p/1p2p3/n3P1Qp/3P4/3B1P2/b5PP/5RK1 w - - 2 23,g7h8,-1.0,0.9372
1r6/5p2/2np1k2/P2Q4/1P2p3/2P2q2/7b/R4RK1 w - - 0 35,1r6/5p2/2np1k2/P2Q4/1P2p3/2P2q2/7K/R4R2 b - - 0 35,g1h2,-1.0,0.93732
1k4rr/5bq1/2QBp2b/3pP3/3P2Bp/1P5K/P7/5R2 b - - 8 49,6rr/k4bq1/2QBp2b/3pP3/3P2Bp/1P5K/P7/5R2 w - - 9 50,b8a7,-1.0,0.93727
3rr3/p1p2p2/1bb2Ppk/2NpP3/2pB4/2P4R/P1q3PP/5RK1 b - - 1 28,3rr3/p1p2p2/1bb2Pp1/2NpP1k1/2pB4/2P4R/P1q3PP/5RK1 w - - 2 29,h6g5,-1.0,0.93733
2r2b1r/p1k1p3/2ppNn2/q2p1Q2/5Bp1/8/P4P1P/1R4K1 b - - 1 25,2r2b1r/p2kp3/2ppNn2/q2p1Q2/5Bp1/8/P4P1P/1R4K1 w - - 2 26,c7d7,-1.0,0.9373
5rk1/4p1nQ/3p1nP1/1ppP3p/2q5/2P3NR/1P4PP/rB3RK1 b - - 5 32,5rk1/4p1nn/3p2P1/1ppP3p/2q5/2P3NR/1P4PP/rB3RK1 w - - 0 33,f6h7,-1.0,0.93734
7Q/4qp2/2pb1k2/1p4N1/4p1PP/2P1P2K/r7/8 b - - 6 41,7Q/4qp2/2pb2k1/1p4N1/4p1PP/2P1P2K/r7/8 w - - 7 42,f6g6,-1.0,0.93734
2r1k3/3b1p2/P3p3/4P3/5P2/1Q1B3P/1PP2q1K/R7 w - - 1 40,2r1k3/3b1p2/P3p3/4P3/5P2/1Q1B3P/1PP2q2/R6K b - - 2 40,h2h1,-1.0,0.93735
7r/p7/5R2/4p2p/2P1k3/1PN4p/P2K4/6n1 b - - 1 37,7r/p7/5R2/4p2p/2Pk4/1PN4p/P2K4/6n1 w - - 2 38,e4d4,-1.0,0.93734
1r6/5p2/2np1k2/P2Q4/1P2p3/2P2q2/7b/2R2RK1 w - - 0 35,1r6/5p2/2np1k2/P2Q4/1P2p3/2P2q2/7K/2R2R2 b - - 0 35,g1h2,-1.0,0.93735
5brk/R4n2/pB1p1n1r/1p1Pp3/4Pp2/N4P1K/PPQ3N1/2R5 w - - 3 37,5brk/R4n2/pB1p1n1r/1p1Pp3/4Pp1N/N4P1K/PPQ5/2R5 b - - 4 37,g2h4,-1.0,0.9374
3r3k/p1r1p3/q3n3/4PN1Q/1p5P/1P6/PKP2RP1/8 b - - 4 42,3r2k1/p1r1p3/q3n3/4PN1Q/1p5P/1P6/PKP2RP1/8 w - - 5 43,h8g8,-1.0,0.93738
3B4/6k1/5p2/2Q3pp/3NqPK1/6P1/7P/5b2 w - - 0 42,3B4/6k1/5p2/2Q3pK/3NqP2/6P1/7P/5b2 b - - 0 42,g4h5,-1.0,0.93873
r4r1k/2n2p1p/p2ppQ2/6P1/qp1NP2P/4B3/1PP5/3R2K1 b - - 0 25,r4rk1/2n2p1p/p2ppQ2/6P1/qp1NP2P/4B3/1PP5/3R2K1 w - - 1 26,h8g8,-1.0,0.93738
3r2r1/1b2b2k/p1q1Ppp1/2p2P2/1p1pN3/1P1P3R/P1P2K1P/R1B5 b - - 1 35,3r2r1/1b2b1k1/p1q1Ppp1/2p2P2/1p1pN3/1P1P3R/P1P2K1P/R1B5 w - - 2 36,h7g7,-1.0,0.93745
3r1k1Q/p1qP2p1/1p3p1p/2p5/8/8/1P3PPP/4RK2 b - - 1 31,3r3Q/p1qP1kp1/1p3p1p/2p5/8/8/1P3PPP/4RK2 w - - 2 32,f8f7,-1.0,0.93749
2Q5/pp1r1ppk/7p/8/4pK2/PBP2q2/1P6/R1B5 w - - 2 33,2Q5/pp1r1ppk/7p/4K3/4p3/PBP2q2/1P6/R1B5 b - - 3 33,f4e5,-1.0,0.93745
4R2k/p1p3rp/1bpp4/3r4/2q4B/2P2b2/P4PPP/R5K1 b - - 1 27,4R1rk/p1p4p/1bpp4/3r4/2q4B/2P2b2/P4PPP/R5K1 w - - 2 28,g7g8,-1.0,0.93751
4Rr1k/p5bP/1p6/2n3BQ/2B5/3p3P/P7/5q1K w - - 6 42,4Rr1k/p5bP/1p6/2n3BQ/2B5/3p3P/P6K/5q2 b - - 7 42,h1h2,-1.0,0.9375
r5n1/pp1b4/2p3Rk/7p/5r2/2BB1P2/PPP4P/1K6 b - - 3 31,r5n1/pp1b3k/2p3R1/7p/5r2/2BB1P2/PPP4P/1K6 w - - 4 32,h6h7,-1.0,0.93756
r1b2b1r/pp1np1pp/7k/2p3P1/4PN2/8/PP1P1PP1/R1B2K1R b - - 0 20,r1b2b1r/pp1np1pp/8/2p3k1/4PN2/8/PP1P1PP1/R1B2K1R w - - 0 21,h6g5,-1.0,0.93758
1r4k1/p3pp2/3p2p1/6Pp/4P3/2R1QP2/4R1P1/1qK5 w - - 1 31,1r4k1/p3pp2/3p2p1/6Pp/4P3/2R1QP2/3KR1P1/1q6 b - - 2 31,c1d2,-1.0,0.9376
r1rk4/1b2Q1p1/p1qp2R1/8/3Bp3/1PP4R/5P1P/2K5 b - - 0 29,r1r5/1b2k1p1/p1qp2R1/8/3Bp3/1PP4R/5P1P/2K5 w - - 0 30,d8e7,-1.0,0.93761
1k6/pP6/3q4/7P/3p2b1/P1p3Q1/2P3P1/R1K1r3 w - - 0 35,1k6/pP6/3q4/7P/3p2b1/P1p5/2P3P1/R1K1Q3 b - - 0 35,g3e1,-1.0,0.93762
3r3k/p1r1p3/q3n3/4PN1Q/1p5P/1P6/PKP2RP1/8 b - - 0 40,3r2k1/p1r1p3/q3n3/4PN1Q/1p5P/1P6/PKP2RP1/8 w - - 1 41,h8g8,-1.0,0.93763
r1q3r1/1b1R2pk/3R2Qp/p1p1Pp2/2P5/PP6/6PP/6K1 b - - 1 41,r1q3rk/1b1R2p1/3R2Qp/p1p1Pp2/2P5/PP6/6PP/6K1 w - - 2 42,h7h8,-1.0,0.93764
1R3k2/8/r4P2/5KP1/7P/8/1b6/q7 b - - 1 63,1R6/5k2/r4P2/5KP1/7P/8/1b6/q7 w - - 2 64,f8f7,-1.0,0.9377
6k1/6b1/2Q2ppp/pP6/5B2/2P1NrP1/1P3qbP/R6K w - - 7 33,6k1/6b1/2Q2ppp/pP6/5B2/2P2rP1/1P3qNP/R6K b - - 0 33,e3g2,-1.0,0.93773
6k1/1R3p2/p5p1/P3N3/8/7P/Q5PK/4q1b1 w - - 3 41,6k1/1R3p2/p5p1/P3N3/8/7P/Q5P1/4q1bK b - - 4 41,h2h1,-1.0,0.93777
7Q/8/6p1/2p4k/p1Bpq2P/6PK/P2b4/8 b - - 5 77,7Q/8/6pb/2p4k/p1Bpq2P/6PK/P7/8 w - - 6 78,d2h6,-1.0,0.93777
6k1/1p5p/2pp2p1/p4q2/2PbK1R1/1P1Pp3/P1N4P/1RQ5 w - - 3 35,6k1/1p5p/2pp2p1/p4q2/2PK2R1/1P1Pp3/P1N4P/1RQ5 b - - 0 35,e4d4,-1.0,0.93781
8/p6r/4N1k1/2PP2p1/8/2Q2PPK/P3q3/8 w - - 3 69,8/p6r/4N1k1/2PP2p1/6K1/2Q2PP1/P3q3/8 b - - 4 69,h3g4,-1.0,0.93784
3r2k1/p1p2Qpp/1p2r3/3q2P1/2pP4/2P5/P2B3P/5RK1 b - - 1 24,3r3k/p1p2Qpp/1p2r3/3q2P1/2pP4/2P5/P2B3P/5RK1 w - - 2 25,g8h8,-1.0,0.93788
r2q2k1/1bp2ppp/p7/8/Pp6/1B4Q1/1PPN1PPP/R1B1r1K1 w - - 3 20,r2q2k1/1bp2ppp/p7/8/Pp6/1B4Q1/1PP2PPP/R1B1rNK1 b - - 4 20,d2f1,-1.0,0.93789
2rr4/pp2kp2/1q2pQ2/3PB2b/B1P5/7P/P4PP1/6K1 b - - 2 37,2rr1k2/pp3p2/1q2pQ2/3PB2b/B1P5/7P/P4PP1/6K1 w - - 3 38,e7f8,-1.0,0.93785
1n1b3r/1p4k1/1Pp5/2PpN1p1/3PNpPr/P3pR2/1B2P1B1/1Q1R1K1q w - - 1 42,1n1b3r/1p4k1/1Pp5/2PpN1p1/3PNpPr/P3pR2/1B2P3/1Q1R1K1B b - - 0 42,g2h1,-1.0,0.93789
2b2rk1/p1p1q1p1/np1p2Qp/3P3B/1PP1p3/6R1/P2BPP1r/6RK w - - 0 27,2b2rk1/p1p1q1p1/np1p2Qp/3P3B/1PP1p3/6R1/P2BPP1K/6R1 b - - 0 27,h1h2,-1.0,0.93789
1b2Q3/pp4N1/2P2p1p/1P1P1kp1/5p1q/8/PB4bP/6K1 b - - 5 34,1b2Q3/pp4N1/2P2p1p/1P1P2p1/5pkq/8/PB4bP/6K1 w - - 6 35,f5g4,-1.0,0.93793
7k/7p/6p1/2B1p3/8/1Q6/4q1PP/3Rbr1K w - - 4 31,7k/7p/6p1/4p3/8/1Q6/4q1PP/3RbrBK b - - 5 31,c5g1,-1.0,0.93793
2kr3r/pP1R1p2/1b6/1Q4p1/1P5p/4q2P/P5B1/2R4K b - - 0 30,1k1r3r/pP1R1p2/1b6/1Q4p1/1P5p/4q2P/P5B1/2R4K w - - 1 31,c8b8,-1.0,0.93794
r1bqr1k1/pp2bppQ/2p3n1/6P1/3P4/2N1PN2/PP3PP1/2KR3R b - - 4 16,r1bqrk2/pp2bppQ/2p3n1/6P1/3P4/2N1PN2/PP3PP1/2KR3R w - - 5 17,g8f8,-1.0,0.93797
8/5p1k/2Np2p1/1PbP1q1p/2P1R2P/5PP1/4Q1K1/6r1 w - - 1 41,8/5p1k/2Np2p1/1PbP1q1p/2P1R2P/5PP1/4Q2K/6r1 b - - 2 41,g2h2,-1.0,0.93801
r6k/pp4p1/8/3Qp2n/8/5P2/PP3qbP/R1B3RK w - - 1 24,r6k/pp4p1/8/3Qp2n/8/5P2/PP3qRP/R1B4K b - - 0 24,g1g2,-1.0,0.93803
r5k1/1p1Nn1pp/1b2Q2N/3p4/1P5q/8/P2B2PP/R4K1n b - - 4 24,r6k/1p1Nn1pp/1b2Q2N/3p4/1P5q/8/P2B2PP/R4K1n w - - 5 25,g8h8,-1.0,0.93804
r5k1/b5p1/p7/1p3p2/1P3P2/P2R1P2/6KP/R1B3r1 w - - 3 29,r5k1/b5p1/p7/1p3p2/1P3P2/P2R1P1K/7P/R1B3r1 b - - 4 29,g2h3,-1.0,0.93803
r4nk1/6Rp/1p6/p2b1pP1/P2B4/1P6/7P/6K1 b - - 1 40,r4n1k/6Rp/1p6/p2b1pP1/P2B4/1P6/7P/6K1 w - - 2 41,g8h8,-1.0,0.93804
6Q1/ppq1k2p/8/8/4p2P/P5b1/1PP2r2/3R1KR1 w - - 0 32,6Q1/ppq1k2p/8/8/4p2P/P5b1/1PP2r2/3RK1R1 b - - 1 32,f1e1,-1.0,0.93808
7k/qr4rR/2p1pN2/p3P1P1/Pp1b1P2/3Q2K1/8/7R b - - 0 45,7k/qr5r/2p1pN2/p3P1P1/Pp1b1P2/3Q2K1/8/7R w - - 0 46,g7h7,-1.0,0.93807
2r1rnkQ/4b3/pp6/4P1p1/4NPP1/2p1q3/PP1R4/2K4R b - - 1 27,2r1rn1Q/4bk2/pp6/4P1p1/4NPP1/2p1q3/PP1R4/2K4R w - - 2 28,g8f7,-1.0,0.93813
r1b2b1r/pp1np1pp/8/2p3R1/4P1k1/3P4/PP3PP1/R1B2K2 b - - 2 23,r1b2b1r/pp1np1pp/8/2p3R1/4P2k/3P4/PP3PP1/R1B2K2 w - - 3 24,g4h4,-1.0,0.93816
R7/8/2p2q1k/3p1r1p/6pK/3P4/P5B1/6Q1 w - - 8 46,R7/8/2p2q1k/3p1r1p/6p1/3P2K1/P5B1/6Q1 b - - 9 46,h4g3,-1.0,0.93814
r5k1/2p3p1/2p5/2r3p1/KNb2p1P/PP6/5PP1/2R4R w - - 3 31,r5k1/2p3p1/N1p5/2r3p1/K1b2p1P/PP6/5PP1/2R4R b - - 4 31,b4a6,-1.0,0.93818
3r1R1Q/ppnq2p1/2n3bk/2p1p1p1/4P1PN/2PP4/P5BP/6K1 b - - 5 29,3r1R1Q/ppnq2pb/2n4k/2p1p1p1/4P1PN/2PP4/P5BP/6K1 w - - 6 30,g6h7,-1.0,0.93822
5r2/ppp3bk/3p2pp/1P6/2PnP2P/3KB1P1/P3q2N/1RQ4R w - - 3 26,5r2/ppp3bk/3p2pp/1P6/2PnP2P/2K1B1P1/P3q2N/1RQ4R b - - 4 26,d3c3,-1.0,0.93817
6Q1/5B1k/2r3b1/6p1/8/5K2/8/2q5 b - - 9 60,6Q1/5B2/2r3bk/6p1/8/5K2/8/2q5 w - - 10 61,h7h6,-1.0,0.93825
4r3/4r3/1p2R2R/p1p3pk/8/1P6/P4PK1/8 b - - 0 40,4r3/4r3/1p2R2R/p1p3p1/6k1/1P6/P4PK1/8 w - - 1 41,h5g4,-1.0,0.93823
3r1r2/5pkR/p3p1P1/n1q1P1P1/4Q3/bP1p1N2/P7/1K1R4 b - - 3 29,3r1rk1/5p1R/p3p1P1/n1q1P1P1/4Q3/bP1p1N2/P7/1K1R4 w - - 4 30,g7g8,-1.0,0.93828
r1br2k1/pp2Np1p/5p1B/2n1p2Q/3q4/1B6/PPP3PP/R6K b - - 3 18,r1br3k/pp2Np1p/5p1B/2n1p2Q/3q4/1B6/PPP3PP/R6K w - - 4 19,g8h8,-1.0,0.93829
r1r3kQ/pp3p1p/6p1/1B2Pb2/N7/5q2/PPP4R/2K4R b - - 2 23,r1r4k/pp3p1p/6p1/1B2Pb2/N7/5q2/PPP4R/2K4R w - - 0 24,g8h8,-1.0,0.93831
3r2k1/p1Q5/2p1q1pB/8/6P1/P1Nn4/1r6/1K5R w - - 0 36,3r2k1/p1Q5/2p1q1pB/8/6P1/P1Nn4/1r6/K6R b - - 1 36,b1a1,-1.0,0.93824
4k1nr/4b1p1/p7/1r1PpPP1/2p5/1PR2N2/q1P3Q1/KR6 w k - 0 35,4k1nr/4b1p1/p7/1r1PpPP1/2p5/1PR2N2/K1P3Q1/1R6 b k - 0 35,a1a2,-1.0,0.93833
2k5/5pR1/4pPp1/3pP1P1/1p1Q4/nP6/PKr5/8 w - - 1 49,2k5/5pR1/4pPp1/3pP1P1/1p1Q4/nP6/P1r5/K7 b - - 2 49,b2a1,-1.0,0.93836
6k1/1q3p1p/3p2p1/RQ6/3bP3/5BPb/1PP2n1P/2B4K w - - 3 30,6k1/1q3p1p/3p2p1/RQ6/3bP3/5BPb/1PP2n1P/2B3K1 b - - 4 30,h1g1,-1.0,0.93837
1kr4r/ppN1q1p1/2N2p2/3p3p/5Q1P/2RP2P1/PP3P2/1K6 b - - 6 31,1kr4r/p1N1q1p1/2p2p2/3p3p/5Q1P/2RP2P1/PP3P2/1K6 w - - 0 32,b7c6,-1.0,0.9384
8/P6P/8/5p2/P1k5/3p4/2pKr3/5R2 w - - 6 63,8/P6P/8/5p2/P1k5/3p4/2p1r3/2K2R2 b - - 7 63,d2c1,-1.0,0.93841
r1r3k1/4pp1p/p5p1/6B1/1p2N3/qb1BQ2P/2P3P1/K2R3R w - - 2 24,r1r3k1/4pp1p/p5p1/6B1/1p2N3/qb1BQ2P/2P3P1/1K1R3R b - - 3 24,a1b1,-1.0,0.93841
r3r1kQ/q7/p1bB2p1/2Ppp3/3P2P1/2b4R/P6P/6K1 b - - 1 30,r3r2Q/q4k2/p1bB2p1/2Ppp3/3P2P1/2b4R/P6P/6K1 w - - 2 31,g8f7,-1.0,0.93843
4r2k/1Q5p/3p4/4b3/4PR2/Q3n3/1P1K4/3q4 w - - 2 49,4r2k/1Q5p/3p4/4b3/4PR2/Q3K3/1P6/3q4 b - - 0 49,d2e3,-1.0,0.93843
2Q5/8/1pR3pk/3n1p2/3Pr2p/R3P1P1/5P1P/3q2K1 w - - 2 54,2Q5/8/1pR3pk/3n1p2/3Pr2p/R3P1P1/5PKP/3q4 b - - 3 54,g1g2,-1.0,0.93846
6kQ/1p2qrb1/6r1/p3B3/P2P2n1/2P4R/1P4P1/6K1 b - - 1 38,6kb/1p2qr2/6r1/p3B3/P2P2n1/2P4R/1P4P1/6K1 w - - 0 39,g7h8,-1.0,0.93849
5R1k/pp2r2p/1qn3p1/6N1/P6Q/1P5P/6P1/7K b - - 0 37,5R2/pp2r1kp/1qn3p1/6N1/P6Q/1P5P/6P1/7K w - - 1 38,h8g7,-1.0,0.93847
r4nkR/3brp2/3p2p1/p1pPp1q1/2B1P3/8/PP3P1Q/1K5R b - - 1 28,r4n1R/3brpk1/3p2p1/p1pPp1q1/2B1P3/8/PP3P1Q/1K5R w - - 2 29,g8g7,-1.0,0.93856
8/1R1Rpk1p/8/8/1B4P1/2bPrK2/4r3/8 w - - 1 46,8/1R1Rpk1p/8/8/1B3KP1/2bPr3/4r3/8 b - - 2 46,f3f4,-1.0,0.9385
1R3k2/8/p2p1NK1/3Pp1P1/8/1p6/1P5q/5q2 b - - 1 64,1R6/4k3/p2p1NK1/3Pp1P1/8/1p6/1P5q/5q2 w - - 2 65,f8e7,-1.0,0.93863
4k1Q1/ppp2n1p/3p1P2/1P6/2bN4/2q4P/P5BK/8 b - - 2 32,6Q1/pppk1n1p/3p1P2/1P6/2bN4/2q4P/P5BK/8 w - - 3 33,e8d7,-1.0,0.93864
6k1/pp4NQ/6P1/2ppP3/3P2b1/2K5/PP3r2/5r2 b - - 3 34,5k2/pp4NQ/6P1/2ppP3/3P2b1/2K5/PP3r2/5r2 w - - 4 35,g8f8,-1.0,0.9387
2rq3k/pp4bR/2rp1pp1/3Q4/1P2P3/P1N2P2/1P4P1/1K1R4 b - - 0 22,2rq4/pp4bk/2rp1pp1/3Q4/1P2P3/P1N2P2/1P4P1/1K1R4 w - - 0 23,h8h7,-1.0,0.9387
6k1/Qp4pp/2q5/p3p3/P1N2n2/1P3P2/6rP/5RK1 w - - 0 33,6k1/Qp4pp/2q5/p3p3/P1N2n2/1P3P2/6rP/5R1K b - - 1 33,g1h1,-1.0,0.93871
3RQ3/r3k2p/2r1p3/p1p1bp2/2b1nB2/2N1P2P/Pq3P2/R6K b - - 3 31,3RQ3/r6p/2r1pk2/p1p1bp2/2b1nB2/2N1P2P/Pq3P2/R6K w - - 4 32,e7f6,-1.0,0.93861
2r3k1/1p5Q/2q3Bp/p2p1rp1/P3b3/1P6/6PP/5R1K b - - 1 39,2r2k2/1p5Q/2q3Bp/p2p1rp1/P3b3/1P6/6PP/5R1K w - - 2 40,g8f8,-1.0,0.93873
2r1brk1/1p2q1pQ/p1nnp3/2Npp3/3P1P2/P2BP1P1/1P3KP1/2R5 b - - 3 23,2r1br2/1p2qkpQ/p1nnp3/2Npp3/3P1P2/P2BP1P1/1P3KP1/2R5 w - - 4 24,g8f7,-1.0,0.93875
4B2k/6Pp/3p1p2/3PpNp1/4PnP1/2r5/1q3P2/R5K1 b - - 0 51,4B1k1/6Pp/3p1p2/3PpNp1/4PnP1/2r5/1q3P2/R5K1 w - - 1 52,h8g8,-1.0,0.93879
7r/q2nQ3/2b3k1/3p3p/2pP3N/1pP3P1/5P1P/6K1 b - - 1 33,7r/q2nQ3/2b4k/3p3p/2pP3N/1pP3P1/5P1P/6K1 w - - 2 34,g6h6,-1.0,0.9388
1r1r4/5P1k/3p1R1R/3Bp3/4P3/P7/1pb3PP/6K1 b - - 0 38,1r1r4/5Pk1/3p1R1R/3Bp3/4P3/P7/1pb3PP/6K1 w - - 1 39,h7g7,-1.0,0.93883
4r1k1/pB3ppp/2N3r1/8/2P2P2/1P6/PB1R1n1P/5b1K w - - 0 34,4r1k1/pB3ppp/2N3r1/8/2P2P2/1P6/PB3R1P/5b1K b - - 0 34,d2f2,-1.0,0.93883
r4bk1/p1q2pp1/1p2pN1p/2p1P2Q/2Pr1P2/6R1/PP4PP/5R1K b - - 7 22,r4b1k/p1q2pp1/1p2pN1p/2p1P2Q/2Pr1P2/6R1/PP4PP/5R1K w - - 8 23,g8h8,-1.0,0.93884
b6k/P5pp/3Q4/4p3/1N6/2P1bq2/1P1RKP2/R6r w - - 3 39,b6k/P5pp/3Q4/4p3/1N6/2PKbq2/1P1R1P2/R6r b - - 4 39,e2d3,-1.0,0.93884
r5r1/1p1q1p2/5pkR/p2p1N2/3P2P1/PP6/5P1P/5RK1 b - - 2 28,r5r1/1p1q1p2/5p1R/p2p1Nk1/3P2P1/PP6/5P1P/5RK1 w - - 3 29,g6g5,-1.0,0.93884
2k3r1/5Q2/p1n5/1q6/1p1pNP2/8/PPPB2rP/R5K1 w - - 0 30,2k3r1/5Q2/p1n5/1q6/1p1pNP2/8/PPPB2rP/R6K b - - 1 30,g1h1,-1.0,0.93887
r3r3/5p2/p2p2k1/2pqpQ1R/2p5/8/PP3P2/K7 b - - 1 43,r3r3/5pk1/p2p4/2pqpQ1R/2p5/8/PP3P2/K7 w - - 2 44,g6g7,-1.0,0.93888
rBb1q1k1/p6Q/1pn2rp1/3p1pN1/8/P1p5/2P2PPP/R5K1 b - - 0 21,rBb1qk2/p6Q/1pn2rp1/3p1pN1/8/P1p5/2P2PPP/R5K1 w - - 1 22,g8f8,-1.0,0.93881
4r1k1/p1p2npp/3p1nrq/1P1Pp3/1P2P3/P2Q1PP1/3NBR2/2B2bRK w - - 1 27,4r1k1/p1p2npp/3p1nrq/1P1Pp3/1P2P3/P2Q1PP1/3NB2R/2B2bRK b - - 2 27,f2h2,-1.0,0.93888
7k/3p2p1/2B1p2p/rR6/8/P1PQ1P1q/5P1b/R5K1 w - - 0 33,7k/3p2p1/2B1p2p/rR6/8/P1PQ1P1q/5P1b/R6K b - - 1 33,g1h1,-1.0,0.93891
3r2B1/1pQ5/2p3pk/2P4p/P3R2P/1P4PK/3p4/5q2 w - - 7 43,3r2B1/1pQ5/2p3pk/2P4p/P3R2P/1P4P1/3p3K/5q2 b - - 8 43,h3h2,-1.0,0.93893
r1b1nrk1/pp1n2bp/2p3pN/2q1pp2/2Q5/5NP1/PP2PPBP/R1BR2K1 b - - 3 18,r1b1nr1k/pp1n2bp/2p3pN/2q1pp2/2Q5/5NP1/PP2PPBP/R1BR2K1 w - - 4 19,g8h8,-1.0,0.93895
6k1/p3prbQ/1pq2p2/5N2/2r5/1KP4R/1P1B2P1/8 b - - 0 36,5k2/p3prbQ/1pq2p2/5N2/2r5/1KP4R/1P1B2P1/8 w - - 1 37,g8f8,-1.0,0.93896
6k1/8/2KP3p/1rq4P/2N2p2/3Q4/2P5/8 w - - 21 57,6k1/3K4/3P3p/1rq4P/2N2p2/3Q4/2P5/8 b - - 22 57,c6d7,-1.0,0.93902
2r1kb2/1p3p1p/pB2bNp1/8/2q5/4Q3/P5PP/3n1R1K b - - 1 25,2r2b2/1p2kp1p/pB2bNp1/8/2q5/4Q3/P5PP/3n1R1K w - - 2 26,e8e7,-1.0,0.93896
r5rk/1p1q1p1Q/5pn1/p2p1N2/3P2P1/PP2R3/5P1P/5RK1 b - - 0 25,r5r1/1p1q1p1k/5pn1/p2p1N2/3P2P1/PP2R3/5P1P/5RK1 w - - 0 26,h8h7,-1.0,0.93903
2Q3k1/r4p2/2pB2P1/p1P1P1n1/Rr1q4/8/6P1/5R1K b - - 4 39,2Q5/r4pk1/2pB2P1/p1P1P1n1/Rr1q4/8/6P1/5R1K w - - 5 40,g8g7,-1.0,0.93898
5rk1/2R4p/3p1ppN/3P2P1/5P2/1pQ3KP/1P4B1/4r1q1 b - - 8 35,5r1k/2R4p/3p1ppN/3P2P1/5P2/1pQ3KP/1P4B1/4r1q1 w - - 9 36,g8h8,-1.0,0.93912
4rk2/ppp3pQ/8/5p1R/1q1r4/1KN3R1/P5PP/8 w - - 5 35,4rk2/ppp3pQ/8/5p1R/1q1r4/2N3R1/P1K3PP/8 b - - 6 35,b3c2,-1.0,0.93913
r7/1b3Qpk/p2q3p/P7/8/4bNnP/1P2B1P1/R3R2K w - - 2 26,r7/1b3Qpk/p2q3p/P7/8/4bNnP/1P2B1PK/R3R3 b - - 3 26,h1h2,-1.0,0.93903
1rb2r1k/3n1pp1/5N2/3Pp1P1/1p1q4/p2B3R/PPP4P/2K2R2 b - - 3 26,1rb2r1k/3n1pp1/5N2/3Pp1P1/1p5q/p2B3R/PPP4P/2K2R2 w - - 4 27,d4h4,-1.0,0.93913
7k/6rP/5NN1/5K2/p2P4/8/8/8 b - - 4 52,7k/7P/5Nr1/5K2/p2P4/8/8/8 w - - 0 53,g7g6,-1.0,0.93914
7k/pp4p1/2b1p2p/8/3P1r2/4Q1N1/PP3Ppq/4R1K1 w - - 0 29,7k/pp4p1/2b1p2p/8/3P1r2/4Q1N1/PP3PpK/4R3 b - - 0 29,g1h2,-1.0,0.93917
8/3kp3/3pp3/5q1p/3R3P/1pPN4/2rR4/rK2Q3 w - - 1 37,8/3kp3/3pp3/5q1p/3R3P/1pPN4/2rR4/K3Q3 b - - 0 37,b1a1,-1.0,0.93919
7Q/q3p3/5p1k/4r1p1/P3p1P1/5P2/R5K1/8 b - - 1 65,7Q/q3p3/5pk1/4r1p1/P3p1P1/5P2/R5K1/8 w - - 2 66,h6g6,-1.0,0.93918
r1br2k1/pp3Qpp/1q1N4/8/2B2n2/8/PPP3PP/R2K1R2 b - - 0 18,r1br3k/pp3Qpp/1q1N4/8/2B2n2/8/PPP3PP/R2K1R2 w - - 1 19,g8h8,-1.0,0.93922
6rr/8/p3p1p1/7k/1p2pQP1/8/PqP4P/5R1K b - - 0 34,6rr/8/p3p1p1/8/1p2pQPk/8/PqP4P/5R1K w - - 1 35,h5h4,-1.0,0.94393
8/5P1Q/2k1p1P1/2pb2r1/P4p1K/5n2/1P3P2/8 w - - 2 43,8/5P1Q/2k1p1P1/2pb2r1/P4p2/5n1K/1P3P2/8 b - - 3 43,h4h3,-1.0,0.93924
1rb2rk1/p3b1Rp/6q1/2pB4/2p1p3/6P1/PB5P/1R4K1 b - - 1 24,1rb2r1k/p3b1Rp/6q1/2pB4/2p1p3/6P1/PB5P/1R4K1 w - - 2 25,g8h8,-1.0,0.93927
4k1Q1/2r5/4p3/3bNpp1/3P1P2/7P/1q4PK/8 b - - 5 50,6Q1/2r1k3/4p3/3bNpp1/3P1P2/7P/1q4PK/8 w - - 6 51,e8e7,-1.0,0.9393
5r2/1p2rBbk/pqnpp3/8/P3P2Q/8/1PP3PP/3N1R1K b - - 1 28,5r2/1p2rB1k/pqnpp2b/8/P3P2Q/8/1PP3PP/3N1R1K w - - 2 29,g7h6,-1.0,0.9393
6rk/4R1pp/PN2Qp2/8/3P1bP1/3b3P/5BK1/5q2 w - - 5 41,6rk/4R1pp/PN2Qp2/8/3P1bP1/3b1K1P/5B2/5q2 b - - 6 41,g2f3,-1.0,0.93935
