CONFIGURATION:
experiment file = experiments/parent_child_invariance_testing.py
git branch = main
git commit hash = 6a88ef0c1b72cfb62fd7eeddc4d7ce3bd1faea6f
uncommitted changes = True
seed = 42
engine_config_name = local_400_nodes.ini
data_config_name = parent_child_experiment_forced_moves_most_important_fens.ini
num_positions = 1000
network_path = T807785-b124efddc27559564d6464ba3d213a8279b7bd35b1cbfcf9c842ae8053721207
queue_max_size = 100000
num_engine_workers = 2
result_subdir = 

parent_fen,child_fen,move,parent_score,child_score
2br2k1/3n3B/pr1p4/2pP4/1q4Pp/7P/5RKB/Q7 b - - 3 37,2br4/3n3k/pr1p4/2pP4/1q4Pp/7P/5RKB/Q7 w - - 0 38,g8h7,-1.0,0.91589
r4qRk/7p/1n1p1p1N/2nPpP1N/2P1P3/1p4Q1/6P1/6K1 b - - 5 45,r5qk/7p/1n1p1p1N/2nPpP1N/2P1P3/1p4Q1/6P1/6K1 w - - 0 46,f8g8,-1.0,0.91606
r3k2r/2p5/p3p3/1p1p2q1/8/1BP2Q2/PP3BPb/R4RK1 w kq - 1 24,r3k2r/2p5/p3p3/1p1p2q1/8/1BP2Q2/PP3BPb/R4R1K b kq - 2 24,g1h1,-1.0,0.91613
1R3rn1/6Q1/b2r2pk/p1PP2n1/q3Ppp1/2B2PR1/P3B3/5K2 b - - 1 35,1R3rn1/6Q1/b2r2p1/p1PP2nk/q3Ppp1/2B2PR1/P3B3/5K2 w - - 2 36,h6h5,-1.0,0.91607
4k3/pQ6/8/3pq3/4n3/5P1b/P1P1n2P/R3RK2 w - - 1 27,4k3/pQ6/8/3pq3/4n3/5P1b/P1P1K2P/R3R3 b - - 0 27,f1e2,-1.0,0.91616
r4b1r/1bBp1ppp/p7/1p1P4/k7/N1N2P2/P5PP/nR4K1 b - - 2 23,r4b1r/1bBp1ppp/p7/1p1P4/8/k1N2P2/P5PP/nR4K1 w - - 0 24,a4a3,-1.0,0.91626
1r1r4/4b2k/3p1pn1/2qB3R/8/2p3PP/1P5K/2BR4 b - - 1 30,1r1r4/4b1k1/3p1pn1/2qB3R/8/2p3PP/1P5K/2BR4 w - - 2 31,h7g7,-1.0,0.91633
3Q3k/pp2nppp/8/5P2/4R3/2P3P1/Pq5r/6K1 b - - 1 35,3Q2nk/pp3ppp/8/5P2/4R3/2P3P1/Pq5r/6K1 w - - 2 36,e7g8,-1.0,0.91642
6k1/5p2/1p3P2/6pR/p1p2pP1/P1P4R/3rK3/3r4 w - - 6 55,6k1/5p2/1p3P2/6pR/p1p2pP1/P1P2K1R/3r4/3r4 b - - 7 55,e2f3,-1.0,0.91641
1r3r1k/p1p1Q1pp/2p2n2/2q2NN1/8/8/PbPB1PPP/2KRR3 w - - 0 18,1r3r1k/p1p1Q1pp/2p2n2/2q2NN1/8/8/PbPB1PPP/1K1RR3 b - - 1 18,c1b1,-1.0,0.91654
r7/3P1p1p/p5pk/1q2B3/1p5Q/5b1P/1P4P1/7K b - - 3 33,r7/3P1p1p/p5pk/1q2B2b/1p5Q/7P/1P4P1/7K w - - 4 34,f3h5,-1.0,0.91643
2R5/p4pkQ/3p2p1/3Pr3/1q1r2n1/1P6/P1P3BP/1K3R2 b - - 0 35,2R5/p4p1k/3p2p1/3Pr3/1q1r2n1/1P6/P1P3BP/1K3R2 w - - 0 36,g7h7,-1.0,0.91672
3R1k1r/2p1r1bp/2p2n2/1pB1N1p1/4P3/1q3P1P/6P1/R5K1 b - - 1 30,3Rnk1r/2p1r1bp/2p5/1pB1N1p1/4P3/1q3P1P/6P1/R5K1 w - - 2 31,f6e8,-1.0,0.91677
4r1k1/pp1b2pp/2p4r/2PpB3/1P3p2/4PP2/P1B1QP1K/3R2R1 w - - 1 28,4r1k1/pp1b2pp/2p4r/2PpB3/1P3p2/4PP2/P1B1QPK1/3R2R1 b - - 2 28,h2g2,-1.0,0.91686
8/1p1kp3/3p4/1P6/P1P1Qp1b/3B4/4K2N/4q3 w - - 3 44,8/1p1kp3/3p4/1P6/P1P1Qp1b/3B1K2/7N/4q3 b - - 4 44,e2f3,-1.0,0.91711
1r5k/5Rrp/3p4/1N1Bb3/P3p3/1QR5/1P3Pp1/7K w - - 0 35,1r5k/5Rrp/3p4/1N1Bb3/P3p3/1QR5/1P3Pp1/6K1 b - - 1 35,h1g1,-1.0,0.91754
8/p7/6k1/1RB1r2p/N1Pb3P/5p2/P4P1n/5K2 w - - 1 41,8/p7/6k1/1RB1r2p/N1Pb3P/5p2/P4P1n/6K1 b - - 2 41,f1g1,-1.0,0.91714
3r2k1/8/b3P3/2p1pP2/4B2Q/P3n3/1P6/R2KB3 w - - 1 47,3r2k1/8/b3P3/2p1pP2/4B2Q/P3n3/1P6/R1K1B3 b - - 2 47,d1c1,-1.0,0.91769
4k3/b2p1p2/2b1pP2/1p6/4BP2/P2Q1N1p/1q5r/4RR1K w - - 4 36,4k3/b2p1p2/2b1pP2/1p6/4BP2/P2Q3p/1q5N/4RR1K b - - 0 36,f3h2,-1.0,0.91798
r2q4/pp1bb1kQ/2p2r2/3p4/3P4/2NBP2P/PP4P1/5RK1 b - - 2 27,r2q1k2/pp1bb2Q/2p2r2/3p4/3P4/2NBP2P/PP4P1/5RK1 w - - 3 28,g7f8,-1.0,0.91755
3Q4/p4pp1/6k1/8/4p2R/1P2P1P1/P4rK1/5r2 w - - 2 38,3Q4/p4pp1/6k1/8/4p2R/1P2P1PK/P4r2/5r2 b - - 3 38,g2h3,-1.0,0.91798
6rk/P6p/3R1pr1/2p1pp2/8/3P1B2/1Q4Pq/6RK w - - 0 36,6rk/P6p/3R1pr1/2p1pp2/8/3P1B2/1Q4PK/6R1 b - - 0 36,h1h2,-1.0,0.91825
r1b1nrk1/pp2bppB/2n1p3/4q3/8/2N4R/PP2QPPP/2BR2K1 b - - 0 19,r1b1nr1k/pp2bppB/2n1p3/4q3/8/2N4R/PP2QPPP/2BR2K1 w - - 1 20,g8h8,-1.0,0.91843
3k4/p3r3/P1Q1p3/3P1p1n/R7/2P1B2q/8/5R1K w - - 3 38,3k4/p3r3/P1Q1p3/3P1p1n/R7/2P1B2q/8/5RK1 b - - 4 38,h1g1,-1.0,0.91855
4r1k1/2q1P1pp/8/3Q1p2/p7/6PK/7P/B7 b - - 1 38,4r2k/2q1P1pp/8/3Q1p2/p7/6PK/7P/B7 w - - 2 39,g8h8,-1.0,0.91911
6k1/2b3pp/8/3R2N1/6P1/1P6/5PP1/1r4K1 w - - 1 36,6k1/2b3pp/8/6N1/6P1/1P6/5PP1/1r1R2K1 b - - 2 36,d5d1,-1.0,0.91913
2k3r1/ppp1b2p/8/3bP3/4N3/2N2K1q/PP2QP2/R3R3 w - - 3 23,2k3r1/ppp1b2p/8/3bP3/4NK2/2N4q/PP2QP2/R3R3 b - - 4 23,f3f4,-1.0,0.91914
6r1/p6k/Pp3Q2/3P3p/2PB1p2/5R1b/7P/6rK w - - 1 49,6r1/p6k/Pp3Q2/3P3p/2P2p2/5R1b/7P/6BK b - - 0 49,d4g1,-1.0,0.91932
5rk1/pp2br2/3p4/1N1Pp3/P3P1N1/2RR2qn/1P4B1/2Q3K1 w - - 2 38,5rk1/pp2br2/3p4/1N1Pp3/P3P1N1/2RR2qn/1P4B1/2Q4K b - - 3 38,g1h1,-1.0,0.91969
5bk1/p1p4p/1p1p4/3Ppp2/5n2/2NP1P1r/PP3Kr1/3QRR2 w - - 2 34,5bk1/p1p4p/1p1p4/3Ppp2/5n2/2NPKP1r/PP4r1/3QRR2 b - - 3 34,f2e3,-1.0,0.91941
5Qk1/3p1ppp/2b1r3/6PP/8/Pq4B1/1P3R1K/5R2 b - - 0 54,5k2/3p1ppp/2b1r3/6PP/8/Pq4B1/1P3R1K/5R2 w - - 0 55,g8f8,-1.0,0.9197
6rk/5p1Q/4rPp1/p2p2P1/3p1R2/1P1Bq2P/KPP5/8 b - - 0 31,6r1/5p1k/4rPp1/p2p2P1/3p1R2/1P1Bq2P/KPP5/8 w - - 0 32,h8h7,-1.0,0.91999
4RrQk/pp1n3p/6p1/2q5/8/1Bb4P/P1P2PP1/1K6 b - - 2 29,4R1rk/pp1n3p/6p1/2q5/8/1Bb4P/P1P2PP1/1K6 w - - 0 30,f8g8,-1.0,0.92003
8/5pk1/pQ3b2/3R1P2/6P1/8/PpP5/1K2q3 w - - 1 37,8/5pk1/pQ3b2/5P2/6P1/8/PpP5/1K1Rq3 b - - 2 37,d5d1,-1.0,0.9202
r4bk1/pp3Q1p/6p1/4p3/2p1N3/8/PqP3PP/5R1K b - - 0 24,r4b1k/pp3Q1p/6p1/4p3/2p1N3/8/PqP3PP/5R1K w - - 1 25,g8h8,-1.0,0.91984
6k1/6p1/3Q1b1p/8/8/5R2/6PP/4r2K w - - 1 35,6k1/6p1/3Q1b1p/8/8/8/6PP/4rR1K b - - 2 35,f3f1,-1.0,0.92022
r5k1/p1p5/2Pp3p/5r1q/2P3p1/2NQPpP1/P4PbP/R2R3K w - - 1 26,r5k1/p1p5/2Pp3p/5r1q/2P3p1/2NQPpP1/P4PbP/R2R2K1 b - - 2 26,h1g1,-1.0,0.92025
rb3rk1/pp1b1ppB/4pq2/8/3P4/P3n2R/1P3PPP/3Q1RK1 b - - 0 20,rb3r1k/pp1b1ppB/4pq2/8/3P4/P3n2R/1P3PPP/3Q1RK1 w - - 1 21,g8h8,-1.0,0.92026
r1r1q2R/p2bn1kR/4p1p1/3pNp2/3P1P2/2p3P1/PP2P1B1/2K5 b - - 2 30,r1r1q2R/p2bn2R/4pkp1/3pNp2/3P1P2/2p3P1/PP2P1B1/2K5 w - - 3 31,g7f6,-1.0,0.9203
7k/1p1R2pp/p7/8/8/8/PP3PPP/2r3K1 w - - 1 29,7k/1p4pp/p7/8/8/8/PP3PPP/2rR2K1 b - - 2 29,d7d1,-1.0,0.92094
6R1/3kpr2/3pQ3/1qpP1P2/8/1p6/5K2/8 b - - 7 40,6R1/2k1pr2/3pQ3/1qpP1P2/8/1p6/5K2/8 w - - 8 41,d7c7,-1.0,0.92044
r6r/5pk1/3R1np1/P1RPp3/4P3/6N1/3BQPPq/6K1 w - - 1 33,r6r/5pk1/3R1np1/P1RPp3/4P3/6N1/3BQPPq/5K2 b - - 2 33,g1f1,-1.0,0.92107
2b2Qk1/2n1r2p/p2p2p1/2pP2P1/5N2/3Bq3/PPK5/5R1R b - - 0 26,2b2k2/2n1r2p/p2p2p1/2pP2P1/5N2/3Bq3/PPK5/5R1R w - - 0 27,g8f8,-1.0,0.92102
7R/p4R2/3p2pk/3Pr3/1q1r2n1/1P6/P1P3BP/1K6 b - - 2 37,7R/p4R2/3p2p1/3Pr1k1/1q1r2n1/1P6/P1P3BP/1K6 w - - 3 38,h6g5,-1.0,0.92127
1rbQ1n2/1p1k1N2/p1n1p3/3p4/7P/2R5/P4qP1/2RK1B2 b - - 2 25,1rbn1n2/1p1k1N2/p3p3/3p4/7P/2R5/P4qP1/2RK1B2 w - - 0 26,c6d8,-1.0,0.9213
2b1R1k1/ppq2pp1/7b/3p1P1Q/8/3B4/PP1n3P/K7 b - - 0 33,2b1R3/ppq2ppk/7b/3p1P1Q/8/3B4/PP1n3P/K7 w - - 1 34,g8h7,-1.0,0.92148
7k/2p5/1p1p2Q1/2nP3p/1nP1Pp1b/5B2/5r2/1R3KR1 w - - 1 52,7k/2p5/1p1p2Q1/2nP3p/1nP1Pp1b/5B2/5r2/1R2K1R1 b - - 2 52,f1e1,-1.0,0.92176
7Q/6p1/5qPk/3P1p2/4pN2/4Pb1P/5P1K/6r1 b - - 1 40,7Q/6p1/5qP1/3P1pk1/4pN2/4Pb1P/5P1K/6r1 w - - 2 41,h6g5,-1.0,0.92176
4Q1k1/5r1b/6pP/1p6/p6P/n1q5/K1P5/4R2R b - - 1 41,4Qrk1/7b/6pP/1p6/p6P/n1q5/K1P5/4R2R w - - 2 42,f7f8,-1.0,0.92182
r2q2k1/pQp2ppp/7r/5P2/3n4/3PB1n1/P5BP/R4R1K w - - 0 19,r2q2k1/pQp2ppp/7r/5P2/3n4/3PB1n1/P5BP/R4RK1 b - - 1 19,h1g1,-1.0,0.92164
4Rr1k/p5bP/1p6/2n3BQ/2B5/3p3P/P4q1K/8 w - - 4 41,4Rr1k/p5bP/1p6/2n3BQ/2B5/3p3P/P4q2/7K b - - 5 41,h2h1,-1.0,0.92194
6N1/p4q1p/3p2pk/1P3p2/P1rQpPP1/4P1K1/7P/5b2 b - - 3 40,6q1/p6p/3p2pk/1P3p2/P1rQpPP1/4P1K1/7P/5b2 w - - 0 41,f7g8,-1.0,0.92205
1r2bkQ1/4N3/4Pp1p/p1q1p2P/2p1P3/2P3PK/1r6/3R4 b - - 3 51,1r2b1Q1/4k3/4Pp1p/p1q1p2P/2p1P3/2P3PK/1r6/3R4 w - - 0 52,f8e7,-1.0,0.92222
5rk1/2P2ppp/7r/8/3PQn2/1N2R1P1/1B3P1q/2R3K1 w - - 0 33,5rk1/2P2ppp/7r/8/3PQn2/1N2R1P1/1B3P1q/2R2K2 b - - 1 33,g1f1,-1.0,0.92251
r2r4/5p2/1q1p1P1n/1bp3k1/P3Q1PP/8/1P3R2/6K1 b - - 0 39,r2r4/5p2/1q1p1P1n/1bp5/P3Q1Pk/8/1P3R2/6K1 w - - 0 40,g5h4,-1.0,0.91875
r2nk2r/pp1Q2pp/2p5/4N1q1/4bn2/2P1B2P/PP3P2/2KR3R b kq - 1 21,r2n1k1r/pp1Q2pp/2p5/4N1q1/4bn2/2P1B2P/PP3P2/2KR3R w - - 2 22,e8f8,-1.0,0.92251
2r1k2r/3Q1pp1/p3b2p/5PPn/7P/pq6/N7/K1BRR3 b k - 1 30,2r2k1r/3Q1pp1/p3b2p/5PPn/7P/pq6/N7/K1BRR3 w - - 2 31,e8f8,-1.0,0.92308
3R3k/5Bp1/6bp/p6q/P1p2P2/6P1/2r4P/4Q1K1 b - - 6 52,3R4/5Bpk/6bp/p6q/P1p2P2/6P1/2r4P/4Q1K1 w - - 7 53,h8h7,-1.0,0.92313
r7/3P1pQp/p5bk/1q2B1p1/1p6/7P/1P4P1/7K b - - 3 36,r7/3P1pQp/p5b1/1q2B1pk/1p6/7P/1P4P1/7K w - - 4 37,h6h5,-1.0,0.9232
1q1r4/1bb2pk1/pN1pp3/4n1p1/1PPQP3/1N2BPp1/P5P1/2RR1BKr w - - 4 29,1q1r4/1bb2pk1/pN1pp3/4n1p1/1PPQP3/1N2BPp1/P5P1/2RR1B1K b - - 0 29,g1h1,-1.0,0.92324
1r6/Rpp3bk/3p2p1/1P2p2r/2P1N3/B2P1P2/4P1Kq/3QR3 w - - 3 31,1r6/Rpp3bk/3p2p1/1P2p2r/2P1N3/B2P1P2/4P2q/3QRK2 b - - 4 31,g2f1,-1.0,0.92341
7R/p6R/3bpk2/3p1p2/3P4/PP2PpP1/5P2/1q4K1 w - - 2 35,7R/p6R/3bpk2/3p1p2/3P4/PP2PpP1/5P1K/1q6 b - - 3 35,g1h2,-1.0,0.92374
1r6/pp2Rk2/7n/P4bQ1/2q2P2/7P/6P1/7K b - - 3 37,1r3k2/pp2R3/7n/P4bQ1/2q2P2/7P/6P1/7K w - - 4 38,f7f8,-1.0,0.92396
8/1pp5/p1n3k1/P3p3/4P1q1/2P1RpN1/1P1B1P2/R4NKr w - - 2 29,8/1pp5/p1n3k1/P3p3/4P1q1/2P1RpN1/1P1B1P2/R4N1K b - - 0 29,g1h1,-1.0,0.92458
3r1rk1/p5pp/b3p3/8/5p2/4KB2/PP3PPP/R6R w - - 0 18,3r1rk1/p5pp/b3p3/8/4Kp2/5B2/PP3PPP/R6R b - - 1 18,e3e4,-1.0,0.92388
8/1p4Rp/p5k1/b4p1p/3BbP1K/6PP/8/8 b - - 1 47,8/1p4Rp/p6k/b4p1p/3BbP1K/6PP/8/8 w - - 2 48,g6h6,-1.0,0.92477
k2B4/1p3Q1p/p3Bn2/3pp3/8/2P4n/PP4PP/R2R2qK w - - 7 40,k2B4/1p3Q1p/p3Bn2/3pp3/8/2P4n/PP4PP/R5RK b - - 0 40,d1g1,-1.0,0.92483
1r4rk/p2b3Q/pq1p4/3P2Rp/4P2P/2N2P2/PPK5/6R1 b - - 0 30,1r4r1/p2b3k/pq1p4/3P2Rp/4P2P/2N2P2/PPK5/6R1 w - - 0 31,h8h7,-1.0,0.92489
6k1/5p1p/1pQ1p1p1/8/4P3/2N5/P4RPP/4q2K w - - 1 33,6k1/5p1p/1pQ1p1p1/8/4P3/2N5/P5PP/4qR1K b - - 2 33,f2f1,-1.0,0.92489
k5rr/1bQ4q/RP1p2p1/3Pppb1/8/3P1BP1/5KNP/5R2 b - - 0 32,k5rr/2Q4q/bP1p2p1/3Pppb1/8/3P1BP1/5KNP/5R2 w - - 0 33,b7a6,-1.0,0.92492
R6Q/5pk1/2p4p/2b1p1p1/2N1P3/1P5P/2P2rPK/4q3 b - - 1 33,R6Q/5p2/2p3kp/2b1p1p1/2N1P3/1P5P/2P2rPK/4q3 w - - 2 34,g7g6,-1.0,0.92501
2R3k1/5p1p/5Pp1/3p4/3n4/4r1PP/5P2/6K1 b - - 1 37,2R1r1k1/5p1p/5Pp1/3p4/3n4/6PP/5P2/6K1 w - - 2 38,e3e8,-1.0,0.92501
r1b5/1p3pk1/p1p3p1/3p3p/1P1P4/4P1bP/P2NQKPq/1RR2B2 w - - 5 30,r1b5/1p3pk1/p1p3p1/3p3p/1P1P4/4PKbP/P2NQ1Pq/1RR2B2 b - - 6 30,f2f3,-1.0,0.92508
1r1qk2n/2p1r3/3p1N1Q/5b2/p7/5p2/PP6/2K3R1 b - - 3 28,1r1q3n/2p1rk2/3p1N1Q/5b2/p7/5p2/PP6/2K3R1 w - - 4 29,e8f7,-1.0,0.92514
4R3/Q4Bpk/7p/8/P7/5bP1/5P1P/3r2K1 w - - 3 33,8/Q4Bpk/7p/8/P7/5bP1/5P1P/3rR1K1 b - - 4 33,e8e1,-1.0,0.92519
5rk1/pp1bppbp/3p2pB/8/6P1/qBn2N2/P1P4Q/1K1R3R w - - 0 20,5rk1/pp1bppbp/3p2pB/8/6P1/qBn2N2/P1P4Q/K2R3R b - - 1 20,b1a1,-1.0,0.9251
r5r1/1p1q1p1k/5p2/p2p1N2/3P2PR/PP6/5P1P/5RK1 b - - 0 27,r5r1/1p1q1p2/5pk1/p2p1N2/3P2PR/PP6/5P1P/5RK1 w - - 1 28,h7g6,-1.0,0.9252
rq2rbQk/1p2n1np/2pp3N/p7/2P1P2P/1P4P1/P5BK/BR1R4 b - - 2 36,rq2rbnk/1p4np/2pp3N/p7/2P1P2P/1P4P1/P5BK/BR1R4 w - - 0 37,e7g8,-1.0,0.92532
6k1/1p3pPp/p7/2b3B1/P1P2P2/3Q1RP1/7K/6q1 w - - 1 34,6k1/1p3pPp/p7/2b3B1/P1P2P2/3Q1RPK/8/6q1 b - - 2 34,h2h3,-1.0,0.92539
6k1/p6p/1p1B2R1/2pB4/1nPb4/7P/PP5K/1q6 b - - 1 33,7k/p6p/1p1B2R1/2pB4/1nPb4/7P/PP5K/1q6 w - - 2 34,g8h8,-1.0,0.92543
6rk/5r2/pn1p1PpQ/2pP3P/1p2n2R/4P3/P6P/6K1 b - - 0 40,6rk/7r/pn1p1PpQ/2pP3P/1p2n2R/4P3/P6P/6K1 w - - 1 41,f7h7,-1.0,0.92541
5Q2/3k3N/p7/2p5/2B4P/1P3p1r/P7/2b4K w - - 1 41,5Q2/3k3N/p7/2p5/2B4P/1P3p1r/P7/2b3K1 b - - 2 41,h1g1,-1.0,0.92565
4QqkR/pp4r1/6B1/3p4/P7/8/6KP/8 b - - 5 41,4Qq1k/pp4r1/6B1/3p4/P7/8/6KP/8 w - - 0 42,g8h8,-1.0,0.92566
6k1/pR4pp/4q3/B7/3pP3/P3b1P1/1P2P2P/1Q4rK w - - 1 30,6k1/pR4pp/4q3/B7/3pP3/P3b1P1/1P2P2P/6QK b - - 0 30,b1g1,-1.0,0.92569
3r3r/k7/1ppB1bp1/3p1b2/3Pqp2/R3PN1P/PP2BP2/K7 b - - 1 27,3r3r/1k6/1ppB1bp1/3p1b2/3Pqp2/R3PN1P/PP2BP2/K7 w - - 2 28,a7b7,-1.0,0.92572
8/1q2b2k/3P4/Q1P1p2p/4Pp2/B4PpP/3Nn1P1/r4BK1 w - - 1 44,8/1q2b2k/3P4/Q1P1p2p/4Pp2/B4PpP/3Nn1P1/r4B1K b - - 2 44,g1h1,-1.0,0.92592
r5rk/2qb1p1Q/p1n1pPp1/3pP3/3b4/3BR3/1PP3PP/2B4K b - - 0 26,r5r1/2qb1p1k/p1n1pPp1/3pP3/3b4/3BR3/1PP3PP/2B4K w - - 0 27,h8h7,-1.0,0.92602
1r3Q2/1b2k1p1/pp1nP1Bp/3q4/PP6/8/5QPP/4R1K1 b - - 0 32,5r2/1b2k1p1/pp1nP1Bp/3q4/PP6/8/5QPP/4R1K1 w - - 0 33,b8f8,-1.0,0.92612
2k4r/pppb1pb1/3pp3/6n1/3PP1p1/2PB2N1/PP2QPPq/3RR1K1 w - - 0 25,2k4r/pppb1pb1/3pp3/6n1/3PP1p1/2PB2N1/PP2QPPq/3RRK2 b - - 1 25,g1f1,-1.0,0.9262
3Q4/pbp2rk1/1p5P/6p1/1PP5/8/PKB2q2/8 b - - 0 37,3Q4/pbp2r2/1p5k/6p1/1PP5/8/PKB2q2/8 w - - 0 38,g7h6,-1.0,0.92631
r5k1/pp4bp/3p3r/2pPpBp1/P7/3PP1Pb/1PN4q/R1BQ2RK w - - 0 24,r5k1/pp4bp/3p3r/2pPpBp1/P7/3PP1Pb/1PN4K/R1BQ2R1 b - - 0 24,h1h2,-1.0,0.92631
Q5n1/p1R1nk1p/3pNr1r/1p1P1p2/4pP2/4NbPq/PP5K/5BR1 w - - 0 39,Q5n1/p1R1nk1p/3pNr1r/1p1P1p2/4pP2/4NbPB/PP5K/6R1 b - - 0 39,f1h3,-1.0,0.92642
2Q5/5k2/4p3/7p/3q1K1P/5Q2/5qP1/8 w - - 3 58,2Q5/5k2/4p3/6Kp/3q3P/5Q2/5qP1/8 b - - 4 58,f4g5,-1.0,0.92667
5R2/5Rk1/2p3p1/1pPpP3/2nPb1Pp/4q1P1/6Q1/7K b - - 4 46,5R2/5R2/2p3pk/1pPpP3/2nPb1Pp/4q1P1/6Q1/7K w - - 5 47,g7h6,-1.0,0.92668
2q2r2/2p1RpkR/2rn2p1/8/5PPQ/1p5P/1PP5/2K5 b - - 3 33,2q2rk1/2p1Rp1R/2rn2p1/8/5PPQ/1p5P/1PP5/2K5 w - - 4 34,g7g8,-1.0,0.92645
r4k2/1p3p2/p2q4/2B1pP1p/2Qp1n2/2P2b1P/PP4r1/3R1RK1 w - - 0 28,r4k2/1p3p2/p2q4/2B1pP1p/2Qp1n2/2P2b1P/PP4r1/3R1R1K b - - 1 28,g1h1,-1.0,0.92671
8/5p1p/3p1Qpk/p2P4/1bR1P3/3B1PPK/P7/7q w - - 1 38,8/5p1p/3p1Qpk/p2P4/1bR1P1K1/3B1PP1/P7/7q b - - 2 38,h3g4,-1.0,0.92676
4R2k/1P2N1p1/7p/P7/5P1K/3q4/6rP/8 b - - 0 74,4R3/1P2N1pk/7p/P7/5P1K/3q4/6rP/8 w - - 1 75,h8h7,-1.0,0.92678
5b2/1q1n1k1p/3pQ1p1/1p1P1PP1/1Pn5/7R/5P1P/2r2BK1 b - - 1 32,5b2/1q1n2kp/3pQ1p1/1p1P1PP1/1Pn5/7R/5P1P/2r2BK1 w - - 2 33,f7g7,-1.0,0.92679
8/8/3p4/3PpQk1/b3P3/1p3PNK/8/2q5 b - - 5 59,8/8/3p3k/3PpQ2/b3P3/1p3PNK/8/2q5 w - - 6 60,g5h6,-1.0,0.92691
2Q2bk1/6pp/3Np3/4P1P1/7r/1KP5/PP6/3b4 w - - 3 44,2Q2bk1/6pp/3Np3/4P1P1/7r/K1P5/PP6/3b4 b - - 4 44,b3a3,-1.0,0.927
1rr5/1b5Q/3p2Pk/3P4/4PN2/1n3P2/6PK/2q5 b - - 7 49,1rr5/1b5Q/3p2P1/3P2k1/4PN2/1n3P2/6PK/2q5 w - - 8 50,h6g5,-1.0,0.92704
2Qb4/p2R1pkp/4pNp1/3pPq2/3P2K1/6P1/P7/8 w - - 1 42,2Qb4/p2R1pkp/4pNp1/3pPq2/3P3K/6P1/P7/8 b - - 2 42,g4h4,-1.0,0.92709
5B1k/7p/2B1Q3/3P1p2/1P3P1P/2b5/1n5r/3K4 w - - 7 60,5B1k/7p/2B1Q3/3P1p2/1P3P1P/2b5/1n5r/2K5 b - - 8 60,d1c1,-1.0,0.92716
5B1k/7p/2B1Q3/3P1p2/1P3P2/2b4P/1n5r/3K4 w - - 7 60,5B1k/7p/2B1Q3/3P1p2/1P3P2/2b4P/1n5r/2K5 b - - 8 60,d1c1,-1.0,0.92717
6k1/pp3pp1/7p/1bbQ4/5q2/1BP2NnP/PP4P1/R6K w - - 1 31,6k1/pp3pp1/7p/1bbQ4/5q2/1BP2NnP/PP4PK/R7 b - - 2 31,h1h2,-1.0,0.92718
r7/3kp3/3pp3/5q1p/3R3P/1pnN4/1PrR4/1K2Q3 w - - 6 36,r7/3kp3/3pp3/5q1p/3R3P/1pPN4/2rR4/1K2Q3 b - - 0 36,b2c3,-1.0,0.92737
8/pp4k1/8/1P1Pp1P1/4Pn2/7R/P3BR2/1r3K2 w - - 1 45,8/pp4k1/8/1P1Pp1P1/4Pn2/7R/P4R2/1r1B1K2 b - - 2 45,e2d1,-1.0,0.92744
6k1/1B5p/2N1pp2/p4bp1/P4r2/3r2K1/1Pn2PPP/2R4R w - - 2 29,6k1/1B5p/2N1pp2/p4bp1/P4r2/3r1PK1/1Pn3PP/2R4R b - - 0 29,f2f3,-1.0,0.92727
6k1/8/1p1p4/3P1p2/Q1P2b1p/4r2P/6P1/R1R2K1q w - - 4 47,6k1/8/1p1p4/3P1p2/Q1P2b1p/4r2P/5KP1/R1R4q b - - 5 47,f1f2,-1.0,0.92743
3R3k/2q3rp/5Q2/6p1/1p6/1B3p1P/P4P2/6K1 b - - 6 35,3q3k/6rp/5Q2/6p1/1p6/1B3p1P/P4P2/6K1 w - - 0 36,c7d8,-1.0,0.92754
7R/4kpKP/4p1p1/5n1r/8/8/7P/8 w - - 5 51,6KR/4kp1P/4p1p1/5n1r/8/8/7P/8 b - - 6 51,g7g8,-1.0,0.92753
1nB5/rk6/pNb2n1P/Qp5q/8/P7/1PP5/1K1R4 b - - 8 38,1nB5/r1k5/pNb2n1P/Qp5q/8/P7/1PP5/1K1R4 w - - 9 39,b7c7,-1.0,0.92757
4r3/b4pk1/p3p3/Pp1pPnpp/1Pr5/2P2B2/3BRPPq/2R1Q2K w - - 0 28,4r3/b4pk1/p3p3/Pp1pPnpp/1Pr5/2P2B2/3BRPPK/2R1Q3 b - - 0 28,h1h2,-1.0,0.9276
1B4k1/1P1b2b1/3N4/4p3/2P5/3P4/P3nr1K/1R6 w - - 1 34,1B4k1/1P1b2b1/3N4/4p3/2P5/3P4/P3nr2/1R5K b - - 2 34,h2h1,-1.0,0.92763
8/6q1/8/R1Q4p/4pp1k/7P/5PP1/3r2K1 w - - 4 45,8/6q1/8/R1Q4p/4pp1k/7P/5PPK/3r4 b - - 5 45,g1h2,-1.0,0.92775
2kr4/ppp3pp/5p2/3nn3/8/PQ3NP1/1PP1RP1P/2KqB3 w - - 10 26,2kr4/ppp3pp/5p2/3nn3/8/PQ3NP1/1PP1RP1P/3KB3 b - - 0 26,c1d1,-1.0,0.92813
