,parent_fen,child_fen,move,parent_score,child_score,difference
600,2rr4/pp2kp2/1q2pQ2/3PB2b/B1P5/7P/P4PP1/6K1 b - - 2 37,2rr1k2/pp3p2/1q2pQ2/3PB2b/B1P5/7P/P4PP1/6K1 w - - 3 38,e7f8,-1.0,-0.93785,0.06215000000000004
598,3r2k1/p1p2Qpp/1p2r3/3q2P1/2pP4/2P5/P2B3P/5RK1 b - - 1 24,3r3k/p1p2Qpp/1p2r3/3q2P1/2pP4/2P5/P2B3P/5RK1 w - - 2 25,g8h8,-1.0,-0.93788,0.06211999999999995
599,r2q2k1/1bp2ppp/p7/8/Pp6/1B4Q1/1PPN1PPP/R1B1r1K1 w - - 3 20,r2q2k1/1bp2ppp/p7/8/Pp6/1B4Q1/1PP2PPP/R1B1rNK1 b - - 4 20,d2f1,-1.0,-0.93789,0.06211
601,1n1b3r/1p4k1/1Pp5/2PpN1p1/3PNpPr/P3pR2/1B2P1B1/1Q1R1K1q w - - 1 42,1n1b3r/1p4k1/1Pp5/2PpN1p1/3PNpPr/P3pR2/1B2P3/1Q1R1K1B b - - 0 42,g2h1,-1.0,-0.93789,0.06211
602,2b2rk1/p1p1q1p1/np1p2Qp/3P3B/1PP1p3/6R1/P2BPP1r/6RK w - - 0 27,2b2rk1/p1p1q1p1/np1p2Qp/3P3B/1PP1p3/6R1/P2BPP1K/6R1 b - - 0 27,h1h2,-1.0,-0.93789,0.06211
604,7k/7p/6p1/2B1p3/8/1Q6/4q1PP/3Rbr1K w - - 4 31,7k/7p/6p1/4p3/8/1Q6/4q1PP/3RbrBK b - - 5 31,c5g1,-1.0,-0.93793,0.06206999999999996
603,1b2Q3/pp4N1/2P2p1p/1P1P1kp1/5p1q/8/PB4bP/6K1 b - - 5 34,1b2Q3/pp4N1/2P2p1p/1P1P2p1/5pkq/8/PB4bP/6K1 w - - 6 35,f5g4,-1.0,-0.93793,0.06206999999999996
605,2kr3r/pP1R1p2/1b6/1Q4p1/1P5p/4q2P/P5B1/2R4K b - - 0 30,1k1r3r/pP1R1p2/1b6/1Q4p1/1P5p/4q2P/P5B1/2R4K w - - 1 31,c8b8,-1.0,-0.93794,0.062060000000000004
606,r1bqr1k1/pp2bppQ/2p3n1/6P1/3P4/2N1PN2/PP3PP1/2KR3R b - - 4 16,r1bqrk2/pp2bppQ/2p3n1/6P1/3P4/2N1PN2/PP3PP1/2KR3R w - - 5 17,g8f8,-1.0,-0.93797,0.06203000000000003
607,8/5p1k/2Np2p1/1PbP1q1p/2P1R2P/5PP1/4Q1K1/6r1 w - - 1 41,8/5p1k/2Np2p1/1PbP1q1p/2P1R2P/5PP1/4Q2K/6r1 b - - 2 41,g2h2,-1.0,-0.93801,0.06198999999999999
608,r6k/pp4p1/8/3Qp2n/8/5P2/PP3qbP/R1B3RK w - - 1 24,r6k/pp4p1/8/3Qp2n/8/5P2/PP3qRP/R1B4K b - - 0 24,g1g2,-1.0,-0.93803,0.06196999999999997
610,r5k1/b5p1/p7/1p3p2/1P3P2/P2R1P2/6KP/R1B3r1 w - - 3 29,r5k1/b5p1/p7/1p3p2/1P3P2/P2R1P1K/7P/R1B3r1 b - - 4 29,g2h3,-1.0,-0.93803,0.06196999999999997
609,r5k1/1p1Nn1pp/1b2Q2N/3p4/1P5q/8/P2B2PP/R4K1n b - - 4 24,r6k/1p1Nn1pp/1b2Q2N/3p4/1P5q/8/P2B2PP/R4K1n w - - 5 25,g8h8,-1.0,-0.93804,0.061960000000000015
611,r4nk1/6Rp/1p6/p2b1pP1/P2B4/1P6/7P/6K1 b - - 1 40,r4n1k/6Rp/1p6/p2b1pP1/P2B4/1P6/7P/6K1 w - - 2 41,g8h8,-1.0,-0.93804,0.061960000000000015
613,7k/qr4rR/2p1pN2/p3P1P1/Pp1b1P2/3Q2K1/8/7R b - - 0 45,7k/qr5r/2p1pN2/p3P1P1/Pp1b1P2/3Q2K1/8/7R w - - 0 46,g7h7,-1.0,-0.93807,0.06193000000000004
612,6Q1/ppq1k2p/8/8/4p2P/P5b1/1PP2r2/3R1KR1 w - - 0 32,6Q1/ppq1k2p/8/8/4p2P/P5b1/1PP2r2/3RK1R1 b - - 1 32,f1e1,-1.0,-0.93808,0.061919999999999975
614,2r1rnkQ/4b3/pp6/4P1p1/4NPP1/2p1q3/PP1R4/2K4R b - - 1 27,2r1rn1Q/4bk2/pp6/4P1p1/4NPP1/2p1q3/PP1R4/2K4R w - - 2 28,g8f7,-1.0,-0.93813,0.06186999999999998
616,R7/8/2p2q1k/3p1r1p/6pK/3P4/P5B1/6Q1 w - - 8 46,R7/8/2p2q1k/3p1r1p/6p1/3P2K1/P5B1/6Q1 b - - 9 46,h4g3,-1.0,-0.93814,0.061860000000000026
615,r1b2b1r/pp1np1pp/8/2p3R1/4P1k1/3P4/PP3PP1/R1B2K2 b - - 2 23,r1b2b1r/pp1np1pp/8/2p3R1/4P2k/3P4/PP3PP1/R1B2K2 w - - 3 24,g4h4,-1.0,-0.93816,0.061840000000000006
619,5r2/ppp3bk/3p2pp/1P6/2PnP2P/3KB1P1/P3q2N/1RQ4R w - - 3 26,5r2/ppp3bk/3p2pp/1P6/2PnP2P/2K1B1P1/P3q2N/1RQ4R b - - 4 26,d3c3,-1.0,-0.93817,0.06183000000000005
617,r5k1/2p3p1/2p5/2r3p1/KNb2p1P/PP6/5PP1/2R4R w - - 3 31,r5k1/2p3p1/N1p5/2r3p1/K1b2p1P/PP6/5PP1/2R4R b - - 4 31,b4a6,-1.0,-0.93818,0.061819999999999986
618,3r1R1Q/ppnq2p1/2n3bk/2p1p1p1/4P1PN/2PP4/P5BP/6K1 b - - 5 29,3r1R1Q/ppnq2pb/2n4k/2p1p1p1/4P1PN/2PP4/P5BP/6K1 w - - 6 30,g6h7,-1.0,-0.93822,0.061779999999999946
621,4r3/4r3/1p2R2R/p1p3pk/8/1P6/P4PK1/8 b - - 0 40,4r3/4r3/1p2R2R/p1p3p1/6k1/1P6/P4PK1/8 w - - 1 41,h5g4,-1.0,-0.93823,0.06176999999999999
625,3r2k1/p1Q5/2p1q1pB/8/6P1/P1Nn4/1r6/1K5R w - - 0 36,3r2k1/p1Q5/2p1q1pB/8/6P1/P1Nn4/1r6/K6R b - - 1 36,b1a1,-1.0,-0.93824,0.06176000000000004
620,6Q1/5B1k/2r3b1/6p1/8/5K2/8/2q5 b - - 9 60,6Q1/5B2/2r3bk/6p1/8/5K2/8/2q5 w - - 10 61,h7h6,-1.0,-0.93825,0.06174999999999997
622,3r1r2/5pkR/p3p1P1/n1q1P1P1/4Q3/bP1p1N2/P7/1K1R4 b - - 3 29,3r1rk1/5p1R/p3p1P1/n1q1P1P1/4Q3/bP1p1N2/P7/1K1R4 w - - 4 30,g7g8,-1.0,-0.93828,0.06172
623,r1br2k1/pp2Np1p/5p1B/2n1p2Q/3q4/1B6/PPP3PP/R6K b - - 3 18,r1br3k/pp2Np1p/5p1B/2n1p2Q/3q4/1B6/PPP3PP/R6K w - - 4 19,g8h8,-1.0,-0.93829,0.06171000000000004
624,r1r3kQ/pp3p1p/6p1/1B2Pb2/N7/5q2/PPP4R/2K4R b - - 2 23,r1r4k/pp3p1p/6p1/1B2Pb2/N7/5q2/PPP4R/2K4R w - - 0 24,g8h8,-1.0,-0.93831,0.06169000000000002
626,4k1nr/4b1p1/p7/1r1PpPP1/2p5/1PR2N2/q1P3Q1/KR6 w k - 0 35,4k1nr/4b1p1/p7/1r1PpPP1/2p5/1PR2N2/K1P3Q1/1R6 b k - 0 35,a1a2,-1.0,-0.93833,0.06167
627,2k5/5pR1/4pPp1/3pP1P1/1p1Q4/nP6/PKr5/8 w - - 1 49,2k5/5pR1/4pPp1/3pP1P1/1p1Q4/nP6/P1r5/K7 b - - 2 49,b2a1,-1.0,-0.93836,0.06164000000000003
628,6k1/1q3p1p/3p2p1/RQ6/3bP3/5BPb/1PP2n1P/2B4K w - - 3 30,6k1/1q3p1p/3p2p1/RQ6/3bP3/5BPb/1PP2n1P/2B3K1 b - - 4 30,h1g1,-1.0,-0.93837,0.06162999999999996
629,1kr4r/ppN1q1p1/2N2p2/3p3p/5Q1P/2RP2P1/PP3P2/1K6 b - - 6 31,1kr4r/p1N1q1p1/2p2p2/3p3p/5Q1P/2RP2P1/PP3P2/1K6 w - - 0 32,b7c6,-1.0,-0.9384,0.06159999999999999
630,8/P6P/8/5p2/P1k5/3p4/2pKr3/5R2 w - - 6 63,8/P6P/8/5p2/P1k5/3p4/2p1r3/2K2R2 b - - 7 63,d2c1,-1.0,-0.93841,0.061590000000000034
631,r1r3k1/4pp1p/p5p1/6B1/1p2N3/qb1BQ2P/2P3P1/K2R3R w - - 2 24,r1r3k1/4pp1p/p5p1/6B1/1p2N3/qb1BQ2P/2P3P1/1K1R3R b - - 3 24,a1b1,-1.0,-0.93841,0.061590000000000034
632,r3r1kQ/q7/p1bB2p1/2Ppp3/3P2P1/2b4R/P6P/6K1 b - - 1 30,r3r2Q/q4k2/p1bB2p1/2Ppp3/3P2P1/2b4R/P6P/6K1 w - - 2 31,g8f7,-1.0,-0.93843,0.061570000000000014
633,4r2k/1Q5p/3p4/4b3/4PR2/Q3n3/1P1K4/3q4 w - - 2 49,4r2k/1Q5p/3p4/4b3/4PR2/Q3K3/1P6/3q4 b - - 0 49,d2e3,-1.0,-0.93843,0.061570000000000014
634,2Q5/8/1pR3pk/3n1p2/3Pr2p/R3P1P1/5P1P/3q2K1 w - - 2 54,2Q5/8/1pR3pk/3n1p2/3Pr2p/R3P1P1/5PKP/3q4 b - - 3 54,g1g2,-1.0,-0.93846,0.06154000000000004
636,5R1k/pp2r2p/1qn3p1/6N1/P6Q/1P5P/6P1/7K b - - 0 37,5R2/pp2r1kp/1qn3p1/6N1/P6Q/1P5P/6P1/7K w - - 1 38,h8g7,-1.0,-0.93847,0.061529999999999974
635,6kQ/1p2qrb1/6r1/p3B3/P2P2n1/2P4R/1P4P1/6K1 b - - 1 38,6kb/1p2qr2/6r1/p3B3/P2P2n1/2P4R/1P4P1/6K1 w - - 0 39,g7h8,-1.0,-0.93849,0.061509999999999954
638,8/1R1Rpk1p/8/8/1B4P1/2bPrK2/4r3/8 w - - 1 46,8/1R1Rpk1p/8/8/1B3KP1/2bPr3/4r3/8 b - - 2 46,f3f4,-1.0,-0.9385,0.0615
637,r4nkR/3brp2/3p2p1/p1pPp1q1/2B1P3/8/PP3P1Q/1K5R b - - 1 28,r4n1R/3brpk1/3p2p1/p1pPp1q1/2B1P3/8/PP3P1Q/1K5R w - - 2 29,g8g7,-1.0,-0.93856,0.06144000000000005
644,3RQ3/r3k2p/2r1p3/p1p1bp2/2b1nB2/2N1P2P/Pq3P2/R6K b - - 3 31,3RQ3/r6p/2r1pk2/p1p1bp2/2b1nB2/2N1P2P/Pq3P2/R6K w - - 4 32,e7f6,-1.0,-0.93861,0.061389999999999945
639,1R3k2/8/p2p1NK1/3Pp1P1/8/1p6/1P5q/5q2 b - - 1 64,1R6/4k3/p2p1NK1/3Pp1P1/8/1p6/1P5q/5q2 w - - 2 65,f8e7,-1.0,-0.93863,0.061370000000000036
640,4k1Q1/ppp2n1p/3p1P2/1P6/2bN4/2q4P/P5BK/8 b - - 2 32,6Q1/pppk1n1p/3p1P2/1P6/2bN4/2q4P/P5BK/8 w - - 3 33,e8d7,-1.0,-0.93864,0.06135999999999997
642,2rq3k/pp4bR/2rp1pp1/3Q4/1P2P3/P1N2P2/1P4P1/1K1R4 b - - 0 22,2rq4/pp4bk/2rp1pp1/3Q4/1P2P3/P1N2P2/1P4P1/1K1R4 w - - 0 23,h8h7,-1.0,-0.9387,0.06130000000000002
641,6k1/pp4NQ/6P1/2ppP3/3P2b1/2K5/PP3r2/5r2 b - - 3 34,5k2/pp4NQ/6P1/2ppP3/3P2b1/2K5/PP3r2/5r2 w - - 4 35,g8f8,-1.0,-0.9387,0.06130000000000002
643,6k1/Qp4pp/2q5/p3p3/P1N2n2/1P3P2/6rP/5RK1 w - - 0 33,6k1/Qp4pp/2q5/p3p3/P1N2n2/1P3P2/6rP/5R1K b - - 1 33,g1h1,-1.0,-0.93871,0.061289999999999956
645,2r3k1/1p5Q/2q3Bp/p2p1rp1/P3b3/1P6/6PP/5R1K b - - 1 39,2r2k2/1p5Q/2q3Bp/p2p1rp1/P3b3/1P6/6PP/5R1K w - - 2 40,g8f8,-1.0,-0.93873,0.06127000000000005
578,3B4/6k1/5p2/2Q3pp/3NqPK1/6P1/7P/5b2 w - - 0 42,3B4/6k1/5p2/2Q3pK/3NqP2/6P1/7P/5b2 b - - 0 42,g4h5,-1.0,-0.93873,0.06127000000000005
646,2r1brk1/1p2q1pQ/p1nnp3/2Npp3/3P1P2/P2BP1P1/1P3KP1/2R5 b - - 3 23,2r1br2/1p2qkpQ/p1nnp3/2Npp3/3P1P2/P2BP1P1/1P3KP1/2R5 w - - 4 24,g8f7,-1.0,-0.93875,0.06125000000000003
647,4B2k/6Pp/3p1p2/3PpNp1/4PnP1/2r5/1q3P2/R5K1 b - - 0 51,4B1k1/6Pp/3p1p2/3PpNp1/4PnP1/2r5/1q3P2/R5K1 w - - 1 52,h8g8,-1.0,-0.93879,0.06120999999999999
648,7r/q2nQ3/2b3k1/3p3p/2pP3N/1pP3P1/5P1P/6K1 b - - 1 33,7r/q2nQ3/2b4k/3p3p/2pP3N/1pP3P1/5P1P/6K1 w - - 2 34,g6h6,-1.0,-0.9388,0.06120000000000003
656,rBb1q1k1/p6Q/1pn2rp1/3p1pN1/8/P1p5/2P2PPP/R5K1 b - - 0 21,rBb1qk2/p6Q/1pn2rp1/3p1pN1/8/P1p5/2P2PPP/R5K1 w - - 1 22,g8f8,-1.0,-0.93881,0.06118999999999997
649,1r1r4/5P1k/3p1R1R/3Bp3/4P3/P7/1pb3PP/6K1 b - - 0 38,1r1r4/5Pk1/3p1R1R/3Bp3/4P3/P7/1pb3PP/6K1 w - - 1 39,h7g7,-1.0,-0.93883,0.06116999999999995
650,4r1k1/pB3ppp/2N3r1/8/2P2P2/1P6/PB1R1n1P/5b1K w - - 0 34,4r1k1/pB3ppp/2N3r1/8/2P2P2/1P6/PB3R1P/5b1K b - - 0 34,d2f2,-1.0,-0.93883,0.06116999999999995
651,r4bk1/p1q2pp1/1p2pN1p/2p1P2Q/2Pr1P2/6R1/PP4PP/5R1K b - - 7 22,r4b1k/p1q2pp1/1p2pN1p/2p1P2Q/2Pr1P2/6R1/PP4PP/5R1K w - - 8 23,g8h8,-1.0,-0.93884,0.06115999999999999
652,b6k/P5pp/3Q4/4p3/1N6/2P1bq2/1P1RKP2/R6r w - - 3 39,b6k/P5pp/3Q4/4p3/1N6/2PKbq2/1P1R1P2/R6r b - - 4 39,e2d3,-1.0,-0.93884,0.06115999999999999
653,r5r1/1p1q1p2/5pkR/p2p1N2/3P2P1/PP6/5P1P/5RK1 b - - 2 28,r5r1/1p1q1p2/5p1R/p2p1Nk1/3P2P1/PP6/5P1P/5RK1 w - - 3 29,g6g5,-1.0,-0.93884,0.06115999999999999
654,2k3r1/5Q2/p1n5/1q6/1p1pNP2/8/PPPB2rP/R5K1 w - - 0 30,2k3r1/5Q2/p1n5/1q6/1p1pNP2/8/PPPB2rP/R6K b - - 1 30,g1h1,-1.0,-0.93887,0.06113000000000002
657,4r1k1/p1p2npp/3p1nrq/1P1Pp3/1P2P3/P2Q1PP1/3NBR2/2B2bRK w - - 1 27,4r1k1/p1p2npp/3p1nrq/1P1Pp3/1P2P3/P2Q1PP1/3NB2R/2B2bRK b - - 2 27,f2h2,-1.0,-0.93888,0.06111999999999995
655,r3r3/5p2/p2p2k1/2pqpQ1R/2p5/8/PP3P2/K7 b - - 1 43,r3r3/5pk1/p2p4/2pqpQ1R/2p5/8/PP3P2/K7 w - - 2 44,g6g7,-1.0,-0.93888,0.06111999999999995
658,7k/3p2p1/2B1p2p/rR6/8/P1PQ1P1q/5P1b/R5K1 w - - 0 33,7k/3p2p1/2B1p2p/rR6/8/P1PQ1P1q/5P1b/R6K b - - 1 33,g1h1,-1.0,-0.93891,0.06108999999999998
659,3r2B1/1pQ5/2p3pk/2P4p/P3R2P/1P4PK/3p4/5q2 w - - 7 43,3r2B1/1pQ5/2p3pk/2P4p/P3R2P/1P4P1/3p3K/5q2 b - - 8 43,h3h2,-1.0,-0.93893,0.06106999999999996
660,r1b1nrk1/pp1n2bp/2p3pN/2q1pp2/2Q5/5NP1/PP2PPBP/R1BR2K1 b - - 3 18,r1b1nr1k/pp1n2bp/2p3pN/2q1pp2/2Q5/5NP1/PP2PPBP/R1BR2K1 w - - 4 19,g8h8,-1.0,-0.93895,0.06105000000000005
661,6k1/p3prbQ/1pq2p2/5N2/2r5/1KP4R/1P1B2P1/8 b - - 0 36,5k2/p3prbQ/1pq2p2/5N2/2r5/1KP4R/1P1B2P1/8 w - - 1 37,g8f8,-1.0,-0.93896,0.06103999999999998
663,2r1kb2/1p3p1p/pB2bNp1/8/2q5/4Q3/P5PP/3n1R1K b - - 1 25,2r2b2/1p2kp1p/pB2bNp1/8/2q5/4Q3/P5PP/3n1R1K w - - 2 26,e8e7,-1.0,-0.93896,0.06103999999999998
665,2Q3k1/r4p2/2pB2P1/p1P1P1n1/Rr1q4/8/6P1/5R1K b - - 4 39,2Q5/r4pk1/2pB2P1/p1P1P1n1/Rr1q4/8/6P1/5R1K w - - 5 40,g8g7,-1.0,-0.93898,0.06101999999999996
662,6k1/8/2KP3p/1rq4P/2N2p2/3Q4/2P5/8 w - - 21 57,6k1/3K4/3P3p/1rq4P/2N2p2/3Q4/2P5/8 b - - 22 57,c6d7,-1.0,-0.93902,0.060980000000000034
664,r5rk/1p1q1p1Q/5pn1/p2p1N2/3P2P1/PP2R3/5P1P/5RK1 b - - 0 25,r5r1/1p1q1p1k/5pn1/p2p1N2/3P2P1/PP2R3/5P1P/5RK1 w - - 0 26,h8h7,-1.0,-0.93903,0.06096999999999997
668,r7/1b3Qpk/p2q3p/P7/8/4bNnP/1P2B1P1/R3R2K w - - 2 26,r7/1b3Qpk/p2q3p/P7/8/4bNnP/1P2B1PK/R3R3 b - - 3 26,h1h2,-1.0,-0.93903,0.06096999999999997
666,5rk1/2R4p/3p1ppN/3P2P1/5P2/1pQ3KP/1P4B1/4r1q1 b - - 8 35,5r1k/2R4p/3p1ppN/3P2P1/5P2/1pQ3KP/1P4B1/4r1q1 w - - 9 36,g8h8,-1.0,-0.93912,0.060880000000000045
667,4rk2/ppp3pQ/8/5p1R/1q1r4/1KN3R1/P5PP/8 w - - 5 35,4rk2/ppp3pQ/8/5p1R/1q1r4/2N3R1/P1K3PP/8 b - - 6 35,b3c2,-1.0,-0.93913,0.06086999999999998
669,1rb2r1k/3n1pp1/5N2/3Pp1P1/1p1q4/p2B3R/PPP4P/2K2R2 b - - 3 26,1rb2r1k/3n1pp1/5N2/3Pp1P1/1p5q/p2B3R/PPP4P/2K2R2 w - - 4 27,d4h4,-1.0,-0.93913,0.06086999999999998
670,7k/6rP/5NN1/5K2/p2P4/8/8/8 b - - 4 52,7k/7P/5Nr1/5K2/p2P4/8/8/8 w - - 0 53,g7g6,-1.0,-0.93914,0.060860000000000025
671,7k/pp4p1/2b1p2p/8/3P1r2/4Q1N1/PP3Ppq/4R1K1 w - - 0 29,7k/pp4p1/2b1p2p/8/3P1r2/4Q1N1/PP3PpK/4R3 b - - 0 29,g1h2,-1.0,-0.93917,0.06083000000000005
673,7Q/q3p3/5p1k/4r1p1/P3p1P1/5P2/R5K1/8 b - - 1 65,7Q/q3p3/5pk1/4r1p1/P3p1P1/5P2/R5K1/8 w - - 2 66,h6g6,-1.0,-0.93918,0.060819999999999985
672,8/3kp3/3pp3/5q1p/3R3P/1pPN4/2rR4/rK2Q3 w - - 1 37,8/3kp3/3pp3/5q1p/3R3P/1pPN4/2rR4/K3Q3 b - - 0 37,b1a1,-1.0,-0.93919,0.06081000000000003
674,r1br2k1/pp3Qpp/1q1N4/8/2B2n2/8/PPP3PP/R2K1R2 b - - 0 18,r1br3k/pp3Qpp/1q1N4/8/2B2n2/8/PPP3PP/R2K1R2 w - - 1 19,g8h8,-1.0,-0.93922,0.060779999999999945
676,8/5P1Q/2k1p1P1/2pb2r1/P4p1K/5n2/1P3P2/8 w - - 2 43,8/5P1Q/2k1p1P1/2pb2r1/P4p2/5n1K/1P3P2/8 b - - 3 43,h4h3,-1.0,-0.93924,0.060760000000000036
677,1rb2rk1/p3b1Rp/6q1/2pB4/2p1p3/6P1/PB5P/1R4K1 b - - 1 24,1rb2r1k/p3b1Rp/6q1/2pB4/2p1p3/6P1/PB5P/1R4K1 w - - 2 25,g8h8,-1.0,-0.93927,0.06072999999999995
678,4k1Q1/2r5/4p3/3bNpp1/3P1P2/7P/1q4PK/8 b - - 5 50,6Q1/2r1k3/4p3/3bNpp1/3P1P2/7P/1q4PK/8 w - - 6 51,e8e7,-1.0,-0.9393,0.060699999999999976
679,5r2/1p2rBbk/pqnpp3/8/P3P2Q/8/1PP3PP/3N1R1K b - - 1 28,5r2/1p2rB1k/pqnpp2b/8/P3P2Q/8/1PP3PP/3N1R1K w - - 2 29,g7h6,-1.0,-0.9393,0.060699999999999976
680,6rk/4R1pp/PN2Qp2/8/3P1bP1/3b3P/5BK1/5q2 w - - 5 41,6rk/4R1pp/PN2Qp2/8/3P1bP1/3b1K1P/5B2/5q2 b - - 6 41,g2f3,-1.0,-0.93935,0.06064999999999998
681,k2Q4/1p5p/p2N4/P3q1p1/4b3/1P4P1/K1P5/8 b - - 8 48,3Q4/kp5p/p2N4/P3q1p1/4b3/1P4P1/K1P5/8 w - - 9 49,a8a7,-1.0,-0.93938,0.06062000000000001
682,8/1p1P2rk/8/1N2p2P/2Q5/7P/P3R1PK/5rb1 w - - 2 43,8/1p1P2rk/8/1N2p2P/2Q5/7P/P3R1P1/5rbK b - - 3 43,h2h1,-1.0,-0.93938,0.06062000000000001
686,1b1r4/p4p1k/1p3n1p/1Pp5/P1Q1p3/3Pqb1P/1BRR4/5BK1 w - - 2 37,1b1r4/p4p1k/1p3n1p/1Pp5/P1Q1p3/3Pqb1P/1BR2R2/5BK1 b - - 3 37,d2f2,-1.0,-0.93941,0.06059000000000003
683,7r/4b1k1/p2p4/P1P1p3/6p1/BP6/4R1PK/3RNr2 w - - 3 41,7r/4b1k1/p2p4/P1P1p3/6p1/BP4K1/4R1P1/3RNr2 b - - 4 41,h2g3,-1.0,-0.93945,0.06054999999999999
687,4r1k1/p2n3Q/b3N1p1/1p1P4/2pR4/P6P/2q3P1/5RK1 b - - 0 31,4r3/p2n3k/b3N1p1/1p1P4/2pR4/P6P/2q3P1/5RK1 w - - 0 32,g8h7,-1.0,-0.93948,0.06052000000000002
685,3q2k1/ppb3pQ/3Nn3/2r3p1/5P2/4P3/PB6/6KR b - - 1 35,3q1k2/ppb3pQ/3Nn3/2r3p1/5P2/4P3/PB6/6KR w - - 2 36,g8f8,-1.0,-0.93948,0.06052000000000002
684,5R2/pp1rq2p/6Rk/5Q2/8/4p1P1/PPPp4/3K4 b - - 0 35,5R2/pp1rq3/6pk/5Q2/8/4p1P1/PPPp4/3K4 w - - 0 36,h7g6,-1.0,-0.93948,0.06052000000000002
691,4r1k1/p5b1/1p4P1/5P1Q/P1P5/KB6/1q6/7R w - - 2 38,4r1k1/p5b1/1p4P1/5P1Q/PKP5/1B6/1q6/7R b - - 3 38,a3b4,-1.0,-0.93949,0.06050999999999995
688,4R1k1/p4p2/3p2pB/3q4/2r2Q2/2p3K1/P6P/8 b - - 9 44,4R3/p4p1k/3p2pB/3q4/2r2Q2/2p3K1/P6P/8 w - - 10 45,g8h7,-1.0,-0.93951,0.060490000000000044
689,2R5/p5pk/4P2p/1N1P1p2/8/3Q1P1q/P4P1b/6K1 w - - 3 34,2R5/p5pk/4P2p/1N1P1p2/8/3Q1P1q/P4P1b/7K b - - 4 34,g1h1,-1.0,-0.93951,0.060490000000000044
690,8/4K1k1/p5Q1/4p1pP/2P3P1/8/1P6/4rq2 b - - 3 46,7k/4K3/p5Q1/4p1pP/2P3P1/8/1P6/4rq2 w - - 4 47,g7h8,-1.0,-0.93953,0.060470000000000024
693,r5nr/pp6/3p2k1/3p1QB1/3P2P1/7q/PPPN3P/4R1K1 b - - 6 24,r5nr/pp4k1/3p4/3p1QB1/3P2P1/7q/PPPN3P/4R1K1 w - - 7 25,g6g7,-1.0,-0.93955,0.060450000000000004
692,7Q/p3kR2/2rqr3/6R1/1p3P2/1P2p3/6PK/8 b - - 0 45,7Q/p4k2/2rqr3/6R1/1p3P2/1P2p3/6PK/8 w - - 0 46,e7f7,-1.0,-0.93956,0.06044000000000005
694,Q7/3k1pp1/4p1n1/3pPn1r/PR1P2K1/4B3/5P1P/3q1N2 w - - 6 30,Q7/3k1pp1/4p1n1/3pPn1r/PR1P2K1/4BP2/7P/3q1N2 b - - 0 30,f2f3,-1.0,-0.93961,0.060390000000000055
695,1k1b2r1/pp6/2n4p/1P2P2N/2p2BPn/P1P5/4Q3/R3RK1q w - - 1 39,1k1b2r1/pp6/2n4p/1P2P2N/2p2BPn/P1P5/4QK2/R3R2q b - - 2 39,f1f2,-1.0,-0.93962,0.06037999999999999
697,1B1R4/2R4p/4kpp1/3P4/6K1/6P1/5r1r/8 b - - 0 37,1B1R4/2R4p/5pp1/3Pk3/6K1/6P1/5r1r/8 w - - 1 38,e6e5,-1.0,-0.93963,0.060370000000000035
696,8/8/p5Rk/1p3KN1/1b5p/1P6/r3p3/8 b - - 1 49,8/8/p5R1/1p3KNk/1b5p/1P6/r3p3/8 w - - 2 50,h6h5,-1.0,-0.93966,0.06033999999999995
699,7k/1b3Q2/3q4/5pB1/1p2p3/2P3bP/1P3nBK/8 w - - 0 36,7k/1b3Q2/3q4/5pB1/1p2p3/2P3bP/1P3nB1/6K1 b - - 1 36,h2g1,-1.0,-0.93969,0.060309999999999975
698,2b2k1Q/3qprb1/1r6/1np1pP2/p3P3/2PP3P/P5RK/5BR1 b - - 1 30,2b2k1b/3qpr2/1r6/1np1pP2/p3P3/2PP3P/P5RK/5BR1 w - - 0 31,g7h8,-1.0,-0.93976,0.06023999999999996
700,r4rk1/1p1nbppp/pq1p4/P2Pp3/2P2P2/1N5n/1P2B1PP/R1BQ1RK1 w - - 3 17,r4rk1/1p1nbppp/pq1p4/P2Pp3/2P2P2/1N5n/1P2B1PP/R1BQ1R1K b - - 4 17,g1h1,-1.0,-0.93979,0.060209999999999986
701,r6k/1p1NnNpp/1b2Q3/3p4/1P5q/8/P2B2PP/R4K1n b - - 2 23,r5k1/1p1NnNpp/1b2Q3/3p4/1P5q/8/P2B2PP/R4K1n w - - 3 24,h8g8,-1.0,-0.93979,0.060209999999999986
702,4r1k1/p2b4/8/1p3nBp/2n2P1P/1B1R4/PQPN2P1/1K2q3 w - - 1 34,4r1k1/p2b4/8/1p3nBp/2n2P1P/1B1R4/P1PN2P1/1KQ1q3 b - - 2 34,b2c1,-1.0,-0.93979,0.060209999999999986
703,4r2r/p4p1p/1ppBk3/4Q3/n1P1P2q/5P1b/PP5P/K2R1R2 b - - 4 27,4r2r/p2k1p1p/1ppB4/4Q3/n1P1P2q/5P1b/PP5P/K2R1R2 w - - 5 28,e6d7,-1.0,-0.93979,0.060209999999999986
705,3r1rR1/p4b2/1p5k/2p2B2/2P2B1p/1P6/P7/2K5 b - - 5 45,3r1rR1/p4b2/1p6/2p2B1k/2P2B1p/1P6/P7/2K5 w - - 6 46,h6h5,-1.0,-0.9398,0.06020000000000003
704,7r/1Q6/pp1pkPn1/6B1/2qP2P1/3p4/P7/1K2R3 b - - 5 42,7r/1Q6/pp1pkP2/4n1B1/2qP2P1/3p4/P7/1K2R3 w - - 6 43,g6e5,-1.0,-0.93983,0.060169999999999946
